antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,fisher_p_value
frozenset({'Setting_Ocean sediment'}),"frozenset({'Method_Day grab', 'Region_2'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Method_Day grab'}),"frozenset({'Setting_Ocean sediment', 'Region_2'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
"frozenset({'Setting_Ocean sediment', 'Region_2'})",frozenset({'Method_Day grab'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
"frozenset({'Method_Day grab', 'Region_2'})",frozenset({'Setting_Ocean sediment'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
"frozenset({'Method_Day grab', 'Setting_Ocean sediment'})",frozenset({'Region_2'}),0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Setting_Ocean sediment'}),"frozenset({'Region_15', 'Method_Day grab'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Method_Day grab'}),"frozenset({'Region_15', 'Setting_Ocean sediment'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
"frozenset({'Class_Low', 'Setting_Ocean sediment', 'Region_2'})",frozenset({'Method_Day grab'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
"frozenset({'Region_15', 'Class_Medium', 'Method_Day grab'})",frozenset({'Setting_Ocean sediment'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
"frozenset({'Region_15', 'Class_Medium', 'Setting_Ocean sediment'})",frozenset({'Method_Day grab'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
frozenset({'Setting_Ocean sediment'}),"frozenset({'Class_Low', 'Method_Day grab', 'Region_2'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Method_Day grab'}),"frozenset({'Class_Low', 'Setting_Ocean sediment', 'Region_2'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Method_Day grab'}),"frozenset({'Region_15', 'Class_Medium', 'Setting_Ocean sediment'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Setting_Ocean sediment'}),"frozenset({'Class_Low', 'Region_2'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
"frozenset({'Class_Low', 'Region_2'})",frozenset({'Setting_Ocean sediment'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
"frozenset({'Class_Low', 'Method_Day grab'})",frozenset({'Setting_Ocean sediment'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
"frozenset({'Class_Low', 'Setting_Ocean sediment'})",frozenset({'Method_Day grab'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
frozenset({'Method_Day grab'}),"frozenset({'Class_Low', 'Setting_Ocean sediment'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Setting_Ocean sediment'}),"frozenset({'Class_Low', 'Method_Day grab'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Method_Day grab'}),"frozenset({'Class_Medium', 'Setting_Ocean sediment'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Setting_Ocean sediment'}),"frozenset({'Class_Medium', 'Method_Day grab'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
"frozenset({'Region_15', 'Setting_Ocean sediment'})",frozenset({'Method_Day grab'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
"frozenset({'Region_15', 'Method_Day grab'})",frozenset({'Setting_Ocean sediment'}),0.010309278350515464,0.020618556701030927,0.010309278350515464,1.0,48.5,1.0,0.01009671591029865,inf,0.9895833333333334,0.4999999999999999,1.0,0.75,0.020618556701030927
"frozenset({'Method_Day grab', 'Setting_Ocean sediment'})","frozenset({'Region_15', 'Class_Medium'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
frozenset({'Setting_Ocean sediment'}),"frozenset({'Region_15', 'Class_Medium', 'Method_Day grab'})",0.020618556701030927,0.010309278350515464,0.010309278350515464,0.5,48.5,1.0,0.01009671591029865,1.9793814432989691,1.0,0.4999999999999999,0.49479166666666663,0.75,0.020618556701030927
"frozenset({'Class_High', 'Setting_Ocean water'})",frozenset({'Method_Manta net'}),0.061855670103092786,0.14432989690721648,0.061855670103092786,1.0,6.928571428571429,1.0,0.05292804761398661,inf,0.9120879120879122,0.4285714285714286,1.0,0.7142857142857143,1.7365391459721529e-06
frozenset({'Method_Manta net'}),"frozenset({'Class_High', 'Setting_Ocean water'})",0.14432989690721648,0.061855670103092786,0.061855670103092786,0.4285714285714286,6.928571428571429,1.0,0.05292804761398661,1.6417525773195878,0.9999999999999999,0.4285714285714286,0.39089481946624804,0.7142857142857143,1.736539145972153e-06
"frozenset({'Setting_Ocean water', 'Class_Medium'})",frozenset({'Method_Neuston net'}),0.15463917525773196,0.07216494845360824,0.07216494845360824,0.4666666666666666,6.466666666666667,1.0,0.06100542034222552,1.7396907216494844,1.0,0.4666666666666666,0.4251851851851851,0.7333333333333333,3.038943505451267e-06
frozenset({'Method_Neuston net'}),"frozenset({'Setting_Ocean water', 'Class_Medium'})",0.07216494845360824,0.15463917525773196,0.07216494845360824,1.0,6.466666666666667,1.0,0.06100542034222552,inf,0.9111111111111111,0.4666666666666666,1.0,0.7333333333333333,3.038943505451268e-06
frozenset({'Setting_Ocean water'}),frozenset({'Method_Manta net'}),0.21649484536082475,0.14432989690721648,0.14432989690721648,0.6666666666666666,4.6190476190476195,1.0,0.11308321819534486,2.5670103092783503,1.0,0.6666666666666666,0.6104417670682729,0.8333333333333333,1.6631662682526836e-11
frozenset({'Setting_Ocean water'}),frozenset({'Method_Neuston net'}),0.21649484536082475,0.07216494845360824,0.07216494845360824,0.3333333333333333,4.6190476190476195,1.0,0.05654160909767243,1.3917525773195876,1.0,0.3333333333333333,0.28148148148148144,0.6666666666666666,3.922392616426611e-05
frozenset({'Setting_Ocean water'}),"frozenset({'Method_Neuston net', 'Class_Medium'})",0.21649484536082475,0.07216494845360824,0.07216494845360824,0.3333333333333333,4.6190476190476195,1.0,0.05654160909767243,1.3917525773195876,1.0,0.3333333333333333,0.28148148148148144,0.6666666666666666,3.922392616426611e-05
"frozenset({'Class_High', 'Method_Manta net'})",frozenset({'Setting_Ocean water'}),0.061855670103092786,0.21649484536082475,0.061855670103092786,1.0,4.619047619047619,1.0,0.04846423636943352,inf,0.8351648351648352,0.2857142857142857,1.0,0.6428571428571428,5.491349662997255e-05
frozenset({'Method_Neuston net'}),frozenset({'Setting_Ocean water'}),0.07216494845360824,0.21649484536082475,0.07216494845360824,1.0,4.619047619047619,1.0,0.05654160909767243,inf,0.8444444444444444,0.3333333333333333,1.0,0.6666666666666666,3.92239261642661e-05
"frozenset({'Method_Manta net', 'Class_Medium'})",frozenset({'Setting_Ocean water'}),0.08247422680412371,0.21649484536082475,0.08247422680412371,1.0,4.619047619047619,1.0,0.06461898182591136,inf,0.853932584269663,0.38095238095238093,1.0,0.6904761904761905,1.4080383751275014e-06
"frozenset({'Method_Neuston net', 'Class_Medium'})",frozenset({'Setting_Ocean water'}),0.07216494845360824,0.21649484536082475,0.07216494845360824,1.0,4.619047619047619,1.0,0.05654160909767243,inf,0.8444444444444444,0.3333333333333333,1.0,0.6666666666666666,3.92239261642661e-05
frozenset({'Setting_Ocean water'}),"frozenset({'Method_Manta net', 'Class_Medium'})",0.21649484536082475,0.08247422680412371,0.08247422680412371,0.38095238095238093,4.619047619047619,1.0,0.06461898182591136,1.4821570182394923,1.0,0.38095238095238093,0.32530765115034777,0.6904761904761905,1.4080383751275014e-06
frozenset({'Setting_Ocean water'}),"frozenset({'Class_High', 'Method_Manta net'})",0.21649484536082475,0.061855670103092786,0.061855670103092786,0.2857142857142857,4.619047619047619,1.0,0.04846423636943352,1.31340206185567,1.0,0.2857142857142857,0.23861852433281003,0.6428571428571428,5.491349662997255e-05
frozenset({'Method_Manta net'}),frozenset({'Setting_Ocean water'}),0.14432989690721648,0.21649484536082475,0.14432989690721648,1.0,4.619047619047619,1.0,0.11308321819534486,inf,0.9156626506024095,0.6666666666666666,1.0,0.8333333333333333,1.6631662682526836e-11
"frozenset({'Setting_Ocean water', 'Class_Medium'})",frozenset({'Method_Manta net'}),0.15463917525773196,0.14432989690721648,0.08247422680412371,0.5333333333333333,3.6952380952380954,1.0,0.060155170581358275,1.833578792341679,0.8628048780487805,0.38095238095238093,0.4546184738955823,0.5523809523809524,3.9606549411548184e-05
frozenset({'Method_Manta net'}),"frozenset({'Setting_Ocean water', 'Class_Medium'})",0.14432989690721648,0.15463917525773196,0.08247422680412371,0.5714285714285715,3.6952380952380954,1.0,0.060155170581358275,1.9725085910652924,0.8524096385542168,0.38095238095238093,0.49303135888501753,0.5523809523809524,3.9606549411548184e-05
frozenset({'Class_High'}),frozenset({'Method_Manta net'}),0.15463917525773196,0.14432989690721648,0.061855670103092786,0.4,2.771428571428572,1.0,0.03953661388032735,1.4261168384879728,0.7560975609756099,0.2608695652173913,0.2987951807228916,0.4142857142857143,0.004605393606607556
frozenset({'Class_High'}),"frozenset({'Setting_Ocean water', 'Method_Manta net'})",0.15463917525773196,0.14432989690721648,0.061855670103092786,0.4,2.771428571428572,1.0,0.03953661388032735,1.4261168384879728,0.7560975609756099,0.2608695652173913,0.2987951807228916,0.4142857142857143,0.004605393606607556
"frozenset({'Setting_Ocean water', 'Method_Manta net'})",frozenset({'Class_High'}),0.14432989690721648,0.15463917525773196,0.061855670103092786,0.4285714285714286,2.7714285714285714,1.0,0.03953661388032735,1.4793814432989691,0.7469879518072289,0.2608695652173913,0.32404181184668995,0.4142857142857143,0.004605393606607556
frozenset({'Method_Manta net'}),frozenset({'Class_High'}),0.14432989690721648,0.15463917525773196,0.061855670103092786,0.4285714285714286,2.7714285714285714,1.0,0.03953661388032735,1.4793814432989691,0.7469879518072289,0.2608695652173913,0.32404181184668995,0.4142857142857143,0.004605393606607556
frozenset({'Method_Hand picking'}),"frozenset({'Setting_Beach-Nurdle Patrol', 'Class_Medium'})",0.7628865979381443,0.4845360824742268,0.4845360824742268,0.6351351351351352,1.310810810810811,1.0,0.11488999893718782,1.4127529591447119,1.0,0.6351351351351352,0.29216216216216234,0.8175675675675675,3.504549529349235e-09
frozenset({'Setting_Beach-Nurdle Patrol'}),"frozenset({'Class_Medium', 'Method_Hand picking'})",0.7628865979381443,0.4845360824742268,0.4845360824742268,0.6351351351351352,1.310810810810811,1.0,0.11488999893718782,1.4127529591447119,1.0,0.6351351351351352,0.29216216216216234,0.8175675675675675,3.504549529349235e-09
frozenset({'Setting_Beach-Nurdle Patrol'}),frozenset({'Method_Hand picking'}),0.7628865979381443,0.7628865979381443,0.7628865979381443,1.0,1.310810810810811,1.0,0.18089063662450844,inf,0.9999999999999999,1.0,1.0,1.0,8.890015224300349e-23
frozenset({'Method_Hand picking'}),frozenset({'Setting_Beach-Nurdle Patrol'}),0.7628865979381443,0.7628865979381443,0.7628865979381443,1.0,1.310810810810811,1.0,0.18089063662450844,inf,0.9999999999999999,1.0,1.0,1.0,8.890015224300349e-23
"frozenset({'Class_Medium', 'Method_Hand picking'})",frozenset({'Setting_Beach-Nurdle Patrol'}),0.4845360824742268,0.7628865979381443,0.4845360824742268,1.0,1.310810810810811,1.0,0.11488999893718782,inf,0.46000000000000013,0.6351351351351352,1.0,0.8175675675675675,3.5045495293492364e-09
"frozenset({'Setting_Beach-Nurdle Patrol', 'Class_Medium'})",frozenset({'Method_Hand picking'}),0.4845360824742268,0.7628865979381443,0.4845360824742268,1.0,1.310810810810811,1.0,0.11488999893718782,inf,0.46000000000000013,0.6351351351351352,1.0,0.8175675675675675,3.5045495293492364e-09
"frozenset({'Class_Low', 'Setting_Beach-Nurdle Patrol'})",frozenset({'Method_Hand picking'}),0.1134020618556701,0.7628865979381443,0.1134020618556701,1.0,1.310810810810811,1.0,0.026889148687426936,inf,0.26744186046511637,0.14864864864864866,1.0,0.5743243243243243,0.03577513916059306
"frozenset({'Class_Low', 'Method_Hand picking'})",frozenset({'Setting_Beach-Nurdle Patrol'}),0.1134020618556701,0.7628865979381443,0.1134020618556701,1.0,1.310810810810811,1.0,0.026889148687426936,inf,0.26744186046511637,0.14864864864864866,1.0,0.5743243243243243,0.03577513916059306
frozenset({'Setting_Beach-Nurdle Patrol'}),"frozenset({'Class_Low', 'Method_Hand picking'})",0.7628865979381443,0.1134020618556701,0.1134020618556701,0.14864864864864866,1.310810810810811,1.0,0.026889148687426936,1.041400752740959,1.0,0.14864864864864866,0.03975487115022,0.5743243243243243,0.03577513916059305
frozenset({'Method_Hand picking'}),"frozenset({'Class_Low', 'Setting_Beach-Nurdle Patrol'})",0.7628865979381443,0.1134020618556701,0.1134020618556701,0.14864864864864866,1.310810810810811,1.0,0.026889148687426936,1.041400752740959,1.0,0.14864864864864866,0.03975487115022,0.5743243243243243,0.03577513916059305
